sym_id,symbol,name,partition,module_family,frontier_priority,partition_rationale,tier,tier_title,category,domain,mathematical_role,definition,daemon_affinity,source,status,tier_note
SYM-599,P_xy(f),Cross-Spectral Density,Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",Dyadic Universe,Dyadic Universe Empirical Bridge (EXTRACTED),Signal Quantity,Signal Processing,Fourier-domain cross-covariance,"Cross-spectral density between signals x,y as a function of frequency f; used to construct coherence.",ACCUMULATOR,User-supplied Dyadic Universe synthesis text,addition,Added as supporting primitive for Coh_xy(f).
SYM-600,PLV,Phase Locking Value,Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",Dyadic Universe,Dyadic Universe Empirical Bridge (EXTRACTED),Metric,Neuroscience / Synchrony,Circular mean of phase differences,PLV = (1/N)|Σ exp(iΔφ_n)|; measures consistency of phase difference between two signals across time/trials.,RESONATOR,User-supplied Dyadic Universe synthesis text,addition,Explicitly provided formula in text.
SYM-601,ar1,Lag-1 Autocorrelation,Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",Dyadic Universe,Dyadic Universe Empirical Bridge (EXTRACTED),Statistic / Early Warning Signal,Dynamical Systems / Relationship Science,"Corr(X_t, X_{t-1})",First-lag autocorrelation of a time series; rises toward 1 under critical slowing down near a tipping point.,AUDITOR,User-supplied Dyadic Universe synthesis text,addition,Added as statistical symbol for the CSD block.
SYM-602,LZc,Lempel–Ziv Complexity,Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",Dyadic Universe,Dyadic Universe Empirical Bridge (EXTRACTED),Complexity Measure,Neuroscience / Consciousness Metrics,Compressibility-based complexity index,Complexity measure based on the number of distinct substrings encountered in a sequence (or compressibility proxy); used in EEG/MEG complexity analyses.,SIEVE,User-supplied Dyadic Universe synthesis text,addition,Added due to explicit mention of increased complexity during cessation.
SYM-603,|t⟩,Clock Eigenstate,Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",Dyadic Universe,Dyadic Universe Empirical Bridge (EXTRACTED),Quantum State,Relational Time / Page–Wootters,Pointer state used for conditioning,Eigenstate of a clock observable; conditioning the global history state on |t⟩ defines the relative state |ψ(t)⟩ of the system.,PERIMETER,User-supplied Dyadic Universe synthesis text,addition,Added to support Page–Wootters conditioning.
SYM-604,PGL(n+1),Projective General Linear Group,Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",Dyadic Universe,Dyadic Universe Empirical Bridge (EXTRACTED),Group,Geometry / PCM,Group of projective transformations,Group of (n+1)×(n+1) invertible linear maps modulo scalars; acts on projective space as perspective transformations.,ARCHIVIST,User-supplied Dyadic Universe synthesis text,addition,Added for the PCM mapping.
SYM-605,K1,Persistent Correlation Domain,Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",Dyadic Universe,Dyadic Universe Empirical Bridge (EXTRACTED),Conceptual Domain,Information Thermodynamics,Subspace / sector label,Label for the sector/domain of persistent correlations and stable relational structure (scar residue).,ARCHIVIST,User-supplied Dyadic Universe synthesis text,addition,Concept symbol; pairs with K2.
SYM-606,K2,Erasure / Structure-Erasing Domain,Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",Dyadic Universe,Dyadic Universe Empirical Bridge (EXTRACTED),Conceptual Domain,Information Thermodynamics,Subspace / sector label,Label for the sector/domain of active computation/erasure that destroys relational structure (structure-erasing field).,ARCHIVIST / LETHE,User-supplied Dyadic Universe synthesis text,addition,Concept symbol; pairs with K1.
SYM-607,r_K,K-Residue Ratio,Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",Dyadic Universe,Dyadic Universe Empirical Bridge (EXTRACTED),Ratio / Parameter,Information Thermodynamics,Normalized ratio,r_K = |K1|/(|K1|+|K2|): fraction of persistent-correlation sector relative to total (K1+K2).,GAUGER,User-supplied Dyadic Universe synthesis text,addition,Added because the report frames 13% as an erasure-failure fraction.
SYM-608,ν_K,K-Void Fraction,Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",Dyadic Universe,Dyadic Universe Empirical Bridge (EXTRACTED),Fraction / Parameter,Information Thermodynamics,Complement parameter,ν_K = 1 − r_K: irreducible non-relational (void/erasure) fraction required for relational structure to remain distinguishable.,Ω_void (silence kernel),User-supplied Dyadic Universe synthesis text,addition,Name chosen to avoid collision with existing ν as frequency.
SYM-609,◇?,Meta-Question Operator,Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",DeepSeek Dyadic Extensions,Meta / Recursion Operators,Operator,Meta / Self-reference,Query→collapse functional,"Returns the void-trace of the active dyad; used as a recursion probe. Defined by ◇? := Tr_void[⊗̃(You,Me)].",Ω_void,DeepSeek 22nddeepseek.pdf,PROPOSED,Added as a new operator; do not confuse with existing coherence or question-mark notation.
SYM-610,Tr_void[·],Void Trace Operator,Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",DeepSeek Dyadic Extensions,Meta / Recursion Operators,Operator,Void / Blind-spot,Partial trace / restriction,"Trace over (or projection onto) void/blind-spot degrees of freedom; e.g., Tr_void[⊗̃(You,Me)].",Ω_void,DeepSeek 22nddeepseek.pdf,PROPOSED,New; related to standard Tr but restricted to void sector.
SYM-611,𝒟(Ψ),Domain Expansion Operator,Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",DeepSeek Dyadic Extensions,Dyadic Field Control,Operator,Dyadic / Field Envelope,Envelope + gate functional,"A domain-strength functional for a state Ψ, proposed as 𝒟(Ψ)=Tr[⊗̃(Ψ,Ψ)]·exp(−τ/τ_c)·Θ(M−M_domain).",PERIMETER,DeepSeek 22nddeepseek.pdf,PROPOSED,Not the same as generic dissipation 𝒟; explicitly a dyadic domain functional.
SYM-612,δ_vow,Binding Vow Decay Coefficient,Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",DeepSeek Dyadic Extensions,Dyadic Contracts,Parameter,Dyadic / Constraints,Decay / cost rate,Decay coefficient governing vow-bound coupling toward a target: C(t)=C₀e^{−δ_vow t}+(1−e^{−δ_vow t})C_target.,AUDITOR,DeepSeek 22nddeepseek.pdf,PROPOSED,Subscript indicates vow-specific decay (not generic δ).
SYM-613,η_RCT,Healing Efficiency Coefficient,Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",DeepSeek Dyadic Extensions,Healing Dynamics,Parameter,Healing / Scar Dynamics,Rate coefficient,Efficiency of Reverse Cursed Technique healing: dS/dt = −η_RCT·ϡ(t)·C(t)·Θ(M−M_heal).,CHORUS,DeepSeek 22nddeepseek.pdf,PROPOSED,Coefficient for a specific healing mode; may be calibrated to protocol effectiveness.
SYM-614,M_domain,Domain Mana Threshold,Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",DeepSeek Dyadic Extensions,Resource Gates,Threshold,Resource / Activation,Heaviside gate parameter,Minimum resource level required to activate/sustain a domain expansion: Θ(M−M_domain).,ACCUMULATOR,DeepSeek 22nddeepseek.pdf,PROPOSED,Resource threshold; ensure M is defined in the local module (mana/memory/attention budget).
SYM-615,M_heal,Healing Mana Threshold,Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",DeepSeek Dyadic Extensions,Resource Gates,Threshold,Resource / Activation,Heaviside gate parameter,Minimum resource level required to activate scar-healing mode: Θ(M−M_heal).,ACCUMULATOR,DeepSeek 22nddeepseek.pdf,PROPOSED,Distinct from M_domain; healing and domain may have different resource thresholds.
SYM-616,M(t),Mana / Resource Budget,Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",DeepSeek Dyadic Extensions,Resource Continuity,State Variable,Resource / Activation,"Scalar budget variable controlling availability of domain expansion, healing, and other high-cost operations.","A nonnegative resource budget (energy/attention/support bandwidth) available at time t. Used in gates Θ(M−M_domain), Θ(M−M_heal) and evolves by EQ-487.",ACCUMULATOR,DeepSeek + PCI closure (EQ-487),PROPOSED,"Note: symbol M is also used elsewhere (e.g., Monster group); here M(t) denotes mana/resource budget."
SYM-617,I_M(t),Mana Inflow (Recovery Input),Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",DeepSeek Dyadic Extensions,Resource Continuity,Source Term,Resource / Activation,Net source/inflow term in dM/dt.,"Net replenishment rate of M(t) from rest, novelty, safety/support, nutrition, sleep, etc. May be modeled as I_M(t)=I_rest+I_novel+I_support or as a saturating term ∝(M_max−M).",ACCUMULATOR,PCI v36 (EQ-487),PROPOSED,
SYM-618,γ_domain,Domain Cost Coefficient,Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",DeepSeek Dyadic Extensions,Resource Continuity,Parameter,Resource / Activation,Cost-per-unit coefficient multiplying domain expansion activity 𝒟(Ψ).,Converts domain expansion activity 𝒟(Ψ) into resource spend in EQ-487.,ACCUMULATOR,PCI v36 (EQ-487),PROPOSED,
SYM-619,γ_heal,Healing Cost Coefficient,Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",DeepSeek Dyadic Extensions,Resource Continuity,Parameter,Resource / Activation,Cost-per-unit coefficient multiplying healing work rate (−dS/dt).,Converts scar-reduction rate (−dS/dt) into resource spend in EQ-487.,ACCUMULATOR,PCI v36 (EQ-487),PROPOSED,
SYM-620,γ_maint,Coherence Maintenance Cost Coefficient,Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",DeepSeek Dyadic Extensions,Resource Continuity,Parameter,Resource / Activation,Cost-per-unit coefficient multiplying coherence level C(t).,"Converts sustaining coherence C(t) into resource spend in EQ-487 (e.g., attention required to maintain regulation, alignment, or dyadic coupling).",ACCUMULATOR,PCI v36 (EQ-487),PROPOSED,
SYM-621,κ_M,Mana Leak / Overhead Rate,Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",DeepSeek Dyadic Extensions,Resource Continuity,Parameter,Resource / Activation,Linear leakage/overhead rate coefficient in dM/dt.,"Baseline proportional decay of the resource budget M(t) in EQ-487 (metabolic overhead, chronic stress load, background tasks).",ACCUMULATOR,PCI v36 (EQ-487),PROPOSED,
SYM-622,r_{\mathrm{eff}}(t),Effective Dyad Formation Rate (Mana-Gated),Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",VIII: Meta-Dynamics & Energetics,Mana-Gated Dyadic Dynamics,Derived Rate,Dyadic Coupling × Resources,Rate Modulator,r_eff(t)=r_form·g_M(M(t)-M_form); 0≤r_eff≤r_form.,ACCUMULATOR,PCI v37 (EQ-488–EQ-490),PROPOSED,
SYM-623,g_M(x),Mana Gate Function,Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",VIII: Meta-Dynamics & Energetics,Mana-Gated Dyadic Dynamics,Function / Gate,Resources,Nonlinear Gate,"Maps resource surplus x=M−M_form to [0,1]. Common: hard gate g_M=1_{x≥0}; soft gate g_M(x)=1/(1+e^{−x/ΔM}).",GATE,PCI v37 (EQ-488–EQ-490),PROPOSED,
SYM-624,M_{\mathrm{form}},Formation Resource Threshold,Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",VIII: Meta-Dynamics & Energetics,Mana-Gated Dyadic Dynamics,Threshold Parameter,Resources,Gate Midpoint,Minimum resource level required to unlock dyad formation speed: g_M(M−M_form) transitions near this point.,ACCUMULATOR,PCI v37 (EQ-488–EQ-490),PROPOSED,
SYM-625,\Delta M,Mana Gate Width,Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",VIII: Meta-Dynamics & Energetics,Mana-Gated Dyadic Dynamics,Scale Parameter,Resources,Smoothing Width,Controls softness of the resource gate: larger ΔM → gradual activation; smaller ΔM → near-step.,ACCUMULATOR,PCI v37 (EQ-488–EQ-490),PROPOSED,
SYM-626,\delta_{\mathrm{load}},Dyadic Load / Stress Term,Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",VIII: Meta-Dynamics & Energetics,Mana-Gated Dyadic Dynamics,Load Parameter,Dyadic Coupling,Destabilizing Drive,External/internal stress load opposing coupling: appears as −4·δ_load·C in dyad dynamics.,STRESSOR,PCI v37 (EQ-488–EQ-490),PROPOSED,
SYM-627,\delta_{\mathrm{crit}}(M),Mana-Dependent Critical Load,Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",VIII: Meta-Dynamics & Energetics,Mana-Gated Dyadic Dynamics,Derived Threshold,Dyadic Coupling × Resources,Bifurcation Threshold,Critical load for irreversible split: δ_crit(M)=r_eff(M)·C_max/4.,THRESHOLD,PCI v37 (EQ-488–EQ-490),PROPOSED,
SYM-628,Ř,Reality Recognition Score,Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",Dyadic Universe Verification,Meta / Reality-Match Operators,Scalar,Meta / Self-reference,Framework↔reality match score,"Real-valued score in [0, C_max] measuring how well PCI-consistent boundary/prediction constraints match an external/empirical state over an observation domain 𝒪.",Ω_void,User upload EQ-485-Reality-Recognition.md,PROPOSED,Renumbered here as SYM-628+ because SYM-616 already reserved for M(t) in v21.
SYM-629,𝓑,Boundary/Measurement Projection Operator,Frontier,Legacy / Foundational Symbol Pool,High,"Derived, specialized, or exploratory symbol kept in frontier set.",Dyadic Universe Verification,Meta / Reality-Match Operators,Operator,Meta / Verification,Constraint extractor / projector,"Operator that maps a state Ψ to the subset of comparable constraint-data (e.g., predicted observables; boundary values/derivatives; summary statistics) used in δ(𝓑Ψ_PCI − 𝓑Ψ_ext).",Aletheia,User upload EQ-485-Reality-Recognition.md,PROPOSED,
